"FACILITYID","BUSINESS_NAME","ADDR","CITY","CATEGORY","SUBCATEGORY"
"56BCB231-67CD-4CA4-BACB-F1F62F2B4E98","ZION UNITED CHURCH","215 PEEL ST","NEW HAMBURG","Food, General","Church Kitchen Facility"
"D349D7E3-53AD-4D53-86E3-F4F4381A670A","THE CHURCH OF ST. JOHN EVANGELIST","23 WATER ST N","KITCHENER","Food, General","Church Kitchen Facility"
"AC73D3E7-2A0F-4A0F-88DB-F70DE30FC22F","NUTRITIONFORLEARNING-WILSON PUBLIC SCHOOL","237 WILSON AVE","","Food, General","Church Kitchen Facility"
"3A8CB584-F878-4C7D-9E2D-0BC07650EACB","GRH FREEPORT - SUBWAY","3570 KING ST E","KITCHENER","Food, General","Workplace Cafeteria"
"4FCEDFAB-FB8D-40FF-ABB3-10F4C7AA9F71","HERITAGE COLLEGE","175 HOLIDAY INN DR","CAMBRIDGE","Food, General","Workplace Cafeteria"
"B9D3F199-E5C0-49C7-8960-15003905B8ED","CONRAD GREBEL COLLEGE","140 WESTMOUNT RD N","WATERLOO","Food, General","Workplace Cafeteria"
"92A052AC-5605-457E-9AB9-1DAF1561ABE3","TOYOTA (NORTH)","1055 FOUNTAIN ST N","CAMBRIDGE","Food, General","Workplace Cafeteria"
"193935D7-5636-4953-AB4A-1E302E1882C8","NORTHFIELD UPTOWN BISTRO","20 ERB ST W","WATERLOO","Food, General","Workplace Cafeteria"
"18B97E2C-4CCF-48BD-9CFC-22B893904419","EUROPEAN FINE CATERING (ADESA AUCTIONS)","55 WAYDOM DR","North Dumfries","Food, General","Workplace Cafeteria"
"C8311CC8-1ECF-4688-A259-2CBEFDEB567E","CAMP KEMUR","2130 WEST RIVER RD","NORTH DUMFRIES","Food, General","Workplace Cafeteria"
"32274C3B-655E-4BB1-BBD0-307E351A6989","HABITAT FOR HUMANITY","234 KEHL ST","KITCHENER","Food, General","Workplace Cafeteria"
"D99DCCCB-137F-4D05-AA4C-32064BDF0098","URBAN SPOON","80 YOUNG ST","KITCHENER","Food, General","Workplace Cafeteria"
"A905937C-0A13-4F00-B1F3-421775EC9E7F","SUNLIFE CAFETERIA","50 WESTMOUNT RD N","WATERLOO","Food, General","Workplace Cafeteria"
"BF9D6FE2-B658-4CF4-BAC2-42802FE5D39C","CAFE O - OPEN TEXT ARAMARK CAFE","275 FRANK TOMPA DR","WATERLOO","Food, General","Workplace Cafeteria"
"0CC50435-7290-4AA3-A9C5-47EA7BF351C4","BREITHAUPT CENTRE SNACK BAR","350 MARGARET AVE","KITCHENER","Food, General","Workplace Cafeteria"
"43DD7487-A67E-4E2B-AED8-495ADA9768B4","BOARD OF EDUCATION CAFETERIA","51 ARDELT AVE","KITCHENER","Food, General","Workplace Cafeteria"
"2687368B-8A1C-4ED0-8C21-4A204F991C86","UW - BON APPETIT (DC)","200 UNIVERSITY AVE W","WATERLOO","Food, General","Workplace Cafeteria"
"E4822C2F-74CF-46D1-8BD5-50B0B47E4970","ARAMARK RIVERBEND","590 RIVERBEND RD","KITCHENER","Food, General","Workplace Cafeteria"
"9EEEEB54-3322-41DE-BCE0-518BAB01A656","CHURCH OF SCIENTOLOGY","1305 BISHOP ST","CAMBRIDGE","Food, General","Workplace Cafeteria"
"C5E0BECF-C148-4931-B0F7-6BFFF814F501","HOME HARDWARE CAFETERIA","34 HENRY ST","ST. JACOBS","Food, General","Workplace Cafeteria"
"E387075C-7F8B-4121-8025-6EC78B6386BD","TENNECO CAFE","500 CONESTOGA BLVD","CAMBRIDGE","Food, General","Workplace Cafeteria"
"15A7D9DB-E0AA-433F-8D0E-718792453440","ATS CAFETERIA (BLDG.#1)","1 - 730 FOUNTAIN ST N","CAMBRIDGE","Food, General","Workplace Cafeteria"
"7913C343-BC4A-4129-881B-735F743E5A55","ECONOMICAL MUTUAL INSURANCE","111 WESTMOUNT RD S","WATERLOO","Food, General","Workplace Cafeteria"
"CACF5DB1-5F0A-4094-A9B9-757230D42F9B","EMMANUEL BIBLE COLLEGE","100 FERGUS AVE","KITCHENER","Food, General","Workplace Cafeteria"
"863A331B-0C0B-40A2-815C-79852901F634","RAYTHEON CANADA LIMITED - CAFE WAY","400 PHILLIP ST","WATERLOO","Food, General","Workplace Cafeteria"
"150C8451-C77E-47C1-BEB8-880976E5AD24","GRAND RIVER COLLEGIATE","175 INDIAN RD","KITCHENER","Food, General","Workplace Cafeteria"
"858C510E-EEE0-4F59-9257-8CA863AAA70E","GOOGLE","51 BREITHAUPT ST","KITCHENER","Food, General","Workplace Cafeteria"
"EC48975E-C181-4A1C-9264-8E24B8F59A91","DELI WORKS - PARTY SOLUTIONS","40 WEBER ST E","KITCHENER","Food, General","Workplace Cafeteria"
"7AB5F14A-B9F7-4691-81FE-92940B66BBD9","WATERLOO REGION COURTHOUSE","85 FREDERICK ST","KITCHENER","Food, General","Workplace Cafeteria"
"C28582C8-6A24-48E1-B628-9302973D82EF","ALLAN REUTER CENTRE: CAFETERIA","507 KING ST E","CAMBRIDGE","Food, General","Workplace Cafeteria"
"75D2D4D3-AFE6-4916-8EE5-9C9E554D2E1B","RENISON COLLEGE","240 WESTMOUNT RD N","WATERLOO","Food, General","Workplace Cafeteria"
"3C9E2C29-7856-4ADC-8369-9F850C61726E","WATERLOO REGION MUSEUM","10 HURON RD","KITCHENER","Food, General","Workplace Cafeteria"
"29626549-CC16-45EB-9FBD-A1E68EA73251","UW - FRESH EXPRESS (SCH)","200 UNIVERSITY AVE W","WATERLOO","Food, General","Workplace Cafeteria"
"A77F701A-221F-4F50-B80F-A30C16F78991","SHOPPERS DRUG MART","310 FAIRWAY RD S","KITCHENER","Food, General","Workplace Cafeteria"
"C3F8D46B-D872-455E-8A07-A8985891DF73","UW - VILLAGE I (MUDIE'S)","200 UNIVERSITY AVE W","WATERLOO","Food, General","Workplace Cafeteria"
"A46F6FF0-E083-4472-9EBD-AA8FF9647166","HONEYWELL","155 SHELDON DR","CAMBRIDGE","Food, General","Workplace Cafeteria"
"4ED040F8-7902-4A8E-AB7B-AD2C0F6F738B","IBOWL","10 PARKHILL RD E","CAMBRIDGE","Food, General","Workplace Cafeteria"
"9E38CC13-24F4-45F5-B72E-B1E0A8BD66CD","EUREST SERVICES","227 KING ST S","WATERLOO","Food, General","Workplace Cafeteria"
"EFFC96CE-3730-46F1-A965-B238EC47AB4A","STRITE INDUSTRIES","298 SHEPHERD AVE","CAMBRIDGE","Food, General","Workplace Cafeteria"
"5EA3E81A-CB50-4F0C-83E9-B722E6E76695","OASIS ON WATER (MANULIFE)","25 WATER ST S","KITCHENER","Food, General","Workplace Cafeteria"
"2DE02BA9-6A43-47E1-A4FF-B98FDF33BE7D","TOYOTA (SOUTH)","1055 FOUNTAIN ST N","CAMBRIDGE","Food, General","Workplace Cafeteria"
"05904678-6D63-4FAF-8B32-BBC125A57F49","MANULIFE FINANCIAL","500 KING ST N","WATERLOO","Food, General","Workplace Cafeteria"
"DC6368F8-071F-4942-BC30-BDB63555C804","RAG'S CAFE","70 TRILLIUM DR","KITCHENER","Food, General","Workplace Cafeteria"
"C3DC77EE-E78E-4636-9077-C6B8AD6613BC","WILLIAM E. PAUTLER CENTRE","1145 CONCESSION RD","CAMBRIDGE","Food, General","Workplace Cafeteria"
"94FC4E27-6023-4444-B946-C97EDE957AE3","SAND HILLS CAFE' & EATERY -1803-","99 REGINA ST S","WATERLOO","Food, General","Workplace Cafeteria"
"7F812688-CA48-4666-A3E2-CBB2228BCAF2","MORNING GLORY CAFE AT THE FAMILY CENTRE","65 HANSON AVE","KITCHENER","Food, General","Workplace Cafeteria"
"EDBAF0A4-D297-4E68-BFAA-D2AA6A56F920","GRH - FREEPORT VOLUNTEER CAFETERIA/STORE","3570 KING ST E","KITCHENER","Food, General","Workplace Cafeteria"
"D7F3433D-E70E-4F32-AE4B-D3375343F999","EQUITABLE LIFE","1 WESTMOUNT RD N","WATERLOO","Food, General","Workplace Cafeteria"
"AAE639CA-2EAC-4855-B446-DC14F6D0191F","CHRISTIE DIGITAL SYSTEMS - DANA FOOD SERVICES","809 WELLINGTON ST N","KITCHENER","Food, General","Workplace Cafeteria"
"45A39FDD-0BCE-4040-BC7D-F09B747AF69C","PLAYFIT KIDS CLUB","4 - 366 HESPELER RD","CAMBRIDGE","Food, General","Workplace Cafeteria"
"07086A1E-5067-445B-B8D5-F6D6071BEC77","ROCKWELL AUTOMOTIVE (ALLEN-BRADLEY)","135 DUNDAS ST N","CAMBRIDGE","Food, General","Workplace Cafeteria"
"1E09B292-EBD8-487B-91AC-F8B548D78249","BLACK HOLE BISTRO - PERIMETER INSTITUTE","31 CAROLINE ST N","WATERLOO","Food, General","Workplace Cafeteria"
"6A3BF1B0-50C7-4CFE-8D50-FBD01E397419","BLACKBERRY BUILDING C","2240 UNIVERSITY AVE E","WATERLOO","Food, General","Workplace Cafeteria"
"C225CAA7-3BAA-4386-8ADA-FD4877B1CB8B","CHALLENGER MOTOR FREIGHT","300 MAPLE GROVE RD","CAMBRIDGE","Food, General","Workplace Cafeteria"
"E2E63D72-B389-401F-B812-0048575D3A87","C'EST CHEESE PLEASE","40 GRAND AVE N","Cambridge","Food, General","Food Take Out"
"D0A8AEAD-508B-46A7-9EBD-00A71F4C5D1C","LE-ON","4 - 148 PEEL ST","NEW HAMBURG","Food, General","Food Take Out"
"5D936625-BDA7-49CD-A9CE-00E7BE1676FB","PIZZATOWN","3 - 1453 KING ST E","CAMBRIDGE","Food, General","Food Take Out"
"6CE6ABB9-44D3-4124-8E27-01B8157BD9DE","MOST CONVENIENT","D - 569 LANCASTER ST W","KITCHENER","Food, General","Food Take Out"
"B48EEB48-6458-44DD-9A1E-0392D30DCC92","SUBWAY","F10 - 550 KING ST N","WATERLOO","Food, General","Food Take Out"
"EA2767E8-E677-4DF8-9504-065F6B0F1BB5","DANIEL'S CHEESE AND DELI","4 - 250 THOMPSON DR","CAMBRIDGE","Food, General","Food Take Out"
"5D15C77D-277B-4978-9874-067AA9F8E0CD","NKFM-SOUTH CENTRAL SAUSAGE","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"F7A64F0B-029D-4CAF-AF5C-07401660D3D3","HOLY GUACAMOLE","5B - 65 UNIVERSITY AVE","WATERLOO","Food, General","Food Take Out"
"E24CDC2C-A515-486D-8DAD-0768F5AFC35B","DOUBLE DOUBLE PIZZA CHICKEN","153 KING ST W","KITCHENER","Food, General","Food Take Out"
"9A2F8AB1-B0AF-4AE2-BE26-085395F574B3","UW - WILLIAMS FRESH CAFE (EV3)","200 UNIVERSITY AVE W","WATERLOO","Food, General","Food Take Out"
"E0E0E168-6D01-4ED4-B90D-0867CA9262EE","NKFM-DECADENTLY YOURS","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"B844745A-7C90-4514-94EA-0937F5467D8C","SJFM-PIZZA JUNCTION","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"194E31EE-215B-4D47-9445-0A7598DDEA92","PITA FACTORY","H2 - 584 WEBER ST N","WATER","Food, General","Food Take Out"
"3DC0EE9B-393D-4499-B8B9-0C44152FD992","CITY PIZZA","A4 - 1400 WEBER ST E","KITCHENER","Food, General","Food Take Out"
"664F2E8D-36D2-449A-AFFC-0C4E8C227CA7","SJFM-CHARLES BBQ","878 WEBER ST N","Woolwich","Food, General","Food Take Out"
"E82DCF42-4DEC-4F76-8B80-0DB380F90A95","VERONA PIZZA AND SHAWARMA","1193 FISCHER HALLMAN RD","KITCHENER","Food, General","Food Take Out"
"5646D0C1-7DA4-4A87-99F0-0FCF86AE6803","MY BURGER","2 DUKE ST E","KITCHENER","Food, General","Food Take Out"
"742ED7DA-2C0E-4339-9B10-107B67B6CACB","PIZZA ARCA","98 PEEL ST","NEW HAMBURG","Food, General","Food Take Out"
"7CB695E4-2768-4479-BC86-10AB2013F41E","CFM - CHARLIE'S DELI","40 DICKSON ST","CAMBRIDGE","Food, General","Food Take Out"
"35CD57F8-5F22-46EE-9C95-10B8AEDF0829","ITALY PIZZA","3 - 150 WISSLER RD","WATERLOO","Food, General","Food Take Out"
"646C670F-465C-4786-85E6-1147D9B913A8","FRESHLY SQUEEZED","K3 - 550 KING ST N","WATERLOO","Food, General","Food Take Out"
"E4CC787A-97C9-45F1-BC4B-11714EC45C35","KERNELS","2960 KINGSWAY DR","KITCHENER","Food, General","Food Take Out"
"0AC37AD0-BA3B-481A-A9A8-11A8462BB2CB","PIZZA PROSCIUTTO","720 WESTMOUNT RD E","KITCHENER","Food, General","Food Take Out"
"1A5157BD-DCC1-4D7B-94CC-141A6F46D710","NKFM-SERRINIA CAFE","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"285D810C-876D-4F61-A291-1492B9D0D780","L.A. FRANKS","104 WATER ST N","CAMBRIDGE","Food, General","Food Take Out"
"F8856CAF-8956-494F-818C-15C7B33A2232","BOOSTER JUICE","355 HESPELER RD","Cambridge","Food, General","Food Take Out"
"C0AC238D-A421-4071-B62A-1615B875F289","VILLAGE RESTAURANT","13 - 385 FREDERICK ST","KITCHENER","Food, General","Food Take Out"
"3B5B2FAC-AB79-4F5E-8C20-16C5B1DE5B94","NKFM-ANGELA'S DELI","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"1F6BCF7A-430B-4B58-81FA-1737565C5213","MJ'S GOURMET PIZZA","11 WESTWOOD DR","KITCHENER","Food, General","Food Take Out"
"CCBEA3BD-42C7-40A7-AE9E-17497CFC2E39","NUTRITION FOR LEARNING - SUDDABY PUBLIC SCHOOL","171 FREDERICK ST","KITCHENER","Food, General","Food Take Out"
"7CDD18BE-D851-42D4-9078-18A3F6778485","SUBWAY","2960 KINGSWAY DR","KITCHENER","Food, General","Food Take Out"
"71182924-5015-47FE-9529-192647F574D0","LITTLE CAESARS PIZZA","101/103 - 1515 KING ST E","CAMBRIDGE","Food, General","Food Take Out"
"F738E1A3-E9AB-4C3C-B608-19E176390812","SJFM-TASTE OF CREOLE","878 WEBER ST","WOOLWICH","Food, General","Food Take Out"
"8D815BB7-7CFA-4476-B67A-1A60D74B1FDE","TITO'S PIZZA","5 - 148 PEEL ST","NEW HAMBURG","Food, General","Food Take Out"
"3CCA2A31-40E7-422B-A3A5-1AE467074332","PIZZA PRONTO","29 - 1601 RIVER RD E","KITCHENER","Food, General","Food Take Out"
"D18A908A-4316-4054-92AA-1B27ADA571B6","DISTINCTLY TEA INC.","5 - 187 KING ST S","WATERLOO","Food, General","Food Take Out"
"A1568532-F964-4C39-B74C-1B2A9A0656D5","LITTLE CAESARS PIZZA","1 - 210 LORRAINE AVE","KITCHENER","Food, General","Food Take Out"
"56983C05-ADAA-48A0-AAA9-1D31D573A98F","NKFM-ESZES FARMS","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"E0C0B9AD-430C-4287-B5A3-1DD154926491","PHAT CAT TAKE OUT","624 KING ST W","KITCHENER","Food, General","Food Take Out"
"4A4B3B9D-CDDA-4342-9CCB-1E0306AB3AEE","ORIGINAL PITA HUT, THE","3 - 149 HESPELER RD","CAMBRIDGE","Food, General","Food Take Out"
"3078CA61-B3F9-4C9B-8B70-1E875CD78205","POPPY CONES","21 KING ST N","WATERLOO","Food, General","Food Take Out"
"44A8CD86-88D0-4143-A4E4-1F108D509D3E","ROCKWAY SENIOR CENTRE - SANDWICH KIOSK","1405 KING ST E","KITCHENER","Food, General","Food Take Out"
"3A85DCA5-8EB5-4CA9-B565-1F3BC369EB37","PIEROGI HOUSE LTD","G3 - 4336 KING ST","KITCHENER","Food, General","Food Take Out"
"054C950F-8CAB-4E28-AFF2-1F66D64B9291","SJFM-KETTLE CORN","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"E147A331-7D09-407E-BD5B-20C5D0530DF3","TOMMY'S PIZZA & WINGS","1203 KING ST E","CAMBRIDGE","Food, General","Food Take Out"
"1FA45400-FCE7-49E5-B9CB-21C6F344D95F","SJFM-CONESTOGA FRIES","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"7D658B5B-42FB-4388-939D-21D80DC51CA3","ONKAR FOODS AND SPICES","1541 HIGHLAND RD W","KITCHENER","Food, General","Food Take Out"
"5DACD765-DF05-4995-9176-2369477050D9","PITA PIT","D2 - 315 ARTHUR ST. S","ELMIRA","Food, General","Food Take Out"
"3D56604D-6FA2-4C6E-9CC7-24C7C66E6493","MOZY'S SHAWARMA","247 KING ST N","WATERLOO","Food, General","Food Take Out"
"8E9191E5-4DF3-4F59-A46E-2522A9EF19B1","PIZZA STOP","102 - 600 DOON VILLAGE RD","KITCHENER","Food, General","Food Take Out"
"D6987193-2236-4EB3-AF56-2574DB06A813","SJFM-ALMADINA (MAIN BUILDING)","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"216F77E5-0F3E-47C8-AE77-25BD6C78164E","NKFM-MICKEY MCGUIRES CHEESE","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"D2B466DA-33DF-4316-B24B-2635126DFE36","NEW ORLEANS PIZZA","900 JAMIESON PKY","CAMBRIDGE","Food, General","Food Take Out"
"6DC73B3A-AE70-4722-965C-27173885746C","FIT FOR LIFE - FOOD PREMISE IN 430 MEDICAL CENTER LOBBY","430 THE BOARDWALK","Waterloo","Food, General","Food Take Out"
"B6CFCB22-6770-4F07-8DBC-2756C3FF4151","SJFM-ZAMTAN AFRICAN FOODS SERVICES (THE BARN)","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"4DFF924A-6887-4259-A63B-278C15C75AF1","SJFM- A TASTE OF SEOUL (MAIN BUILDING)","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"33EE823A-D288-4678-9EA5-29A753A948DF","SUBWAY","3A - 301 WATER ST S","CAMBRIDGE","Food, General","Food Take Out"
"01CF82CD-66B3-4CA5-9F3C-29CCCD5E01B0","AH SO SUSHI","350 HESPELER RD","CAMBRIDGE","Food, General","Food Take Out"
"8B15AE5C-D66C-442C-AC74-2A37BCC1BD71","MAGIC PIZZA","6 - 450 WESTHEIGHTS DR","KITCHENER","Food, General","Food Take Out"
"D01EFCAD-945A-4240-9264-2A908F35931C","FIDDLEHEADS HEALTH & NUTRITION","25 - 450 COLUMBIA ST W","WATERLOO","Food, General","Food Take Out"
"D4EA718D-FDF8-43F1-89E2-2ADC670288A4","FAMOUS WOK","327 - 355 HESPELER RD","CAMBRIDGE","Food, General","Food Take Out"
"160FCAE0-2A1A-431D-9225-2B2307E61100","NKFM-BOLERO PIZZA & PASTA HOUSE","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"79677E8C-1588-425B-BE27-2CA34D6934B2","VILLA MADINA","550 KING ST N","WATERLOO","Food, General","Food Take Out"
"2AB7AD54-9F88-4DC1-BE6D-2D320012F174","SJFM-DEN BESTEN RAINBOW TROUT FARM","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"16B96B0E-939D-4B20-9FF3-2DC991B81A13","PIZZA HUT","7 - 1 HESPELER, CAMBRIDGE","","Food, General","Food Take Out"
"E7FD5197-8C55-49AA-B0E3-2E00073E9F38","TITO'S PIZZA","2 - 30 GLAMIS RD","CAMBRIDGE","Food, General","Food Take Out"
"4AE32BE6-C22D-46B1-915F-2F0FE671F69C","KFC/TACO BELL","F4 - 550 KING ST N","WATERLOO","Food, General","Food Take Out"
"7DBA3F23-586D-412F-B93D-309DFC60A7B0","NKFM-DINO'S FRUITS AND VEGETABLES","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"A7B309EB-3234-4DF2-9718-30E8DEF26E05","NKFM-FEKETE'S PRODUCE","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"7ADB8812-AEBE-4B54-B4BF-31BAE778C633","PITA PIT","12 - 338 WATERLOO ST","NEW HAMBURG","Food, General","Food Take Out"
"FFE7E49F-76CD-4E42-8AB9-3309C290901A","OPA SOUVLAKI","2960 KINGSWAY DR","KITCHENER","Food, General","Food Take Out"
"4B15A4CC-D714-485A-A89D-33FDDF3F18D3","PIZZA EXPRESS","2 - 255 HIGHVIEW DR","KITCHENER","Food, General","Food Take Out"
"73CB5FC1-88D7-4C11-BA4C-348EB50B72BD","LANCASTER SHAWARMA","280 LANCASTER ST W","KITCHENER","Food, General","Food Take Out"
"9DB44786-0F75-4C63-BDBC-354D9E63C281","NKFM-THE APPLE FRITTER","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"E89E2B1B-F1B1-4418-9DF2-36443DE27974","PERFECT  PIZZA","1 - 895 LANGS DR","CAMBRIDGE","Food, General","Food Take Out"
"15E684C6-D1C7-495E-BCCB-370626103672","MELINA'S GRILL","55 SNYDER'S RD W","BADEN","Food, General","Food Take Out"
"CDE598D7-8A2E-4450-9A1C-38E66350EC5B","PLANET PIZZA","223 LOUISA ST","KITCHENER","Food, General","Food Take Out"
"7687A7C9-23FD-4A5E-B823-39EF0D67799B","JIMMY'S FEED CO","J - 401 WEBER ST N","WATERLOO","Food, General","Food Take Out"
"65E76D32-EB9B-4B51-A9CC-3B4D56EAC306","ROLL JOINT","3 - 70 DUMART PL","Kitchener","Food, General","Food Take Out"
"D94D6061-8704-40B6-BFC4-3C464EC1585C","NKFM-UNCLE DAD'S PIZZA PLUS","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"0F3D7A4F-039B-46D8-B140-3C76E0549CB9","WINGS UP","2399 KINGSWAY DR","KITCHENER","Food, General","Food Take Out"
"DB2FE84B-C773-4186-9F46-3CD7A5F2A194","NKFM-GOODVIBES JUICE CO.","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"366C2489-73FE-4BBE-BE92-3D245BCED00D","SWISS CHALET","2960 KINGSWAY DR","KITCHENER","Food, General","Food Take Out"
"F0C08832-C597-4F53-9BEE-3F0208CE697D","SAJ  TIME","1 - 65 UNIVERSITY AVE","WATERLOO","Food, General","Food Take Out"
"5F1B6864-AF46-4E96-9CA0-3F88CC0FF503","THE VILLAGE","33 - 366 HESPELER RD","Cambridge","Food, General","Food Take Out"
"C71FBBE5-25D7-470B-9323-4033E7B14F30","MARTIN LEWIS CONFECTIONERY","5 CHURCH ST E","ELMIRA","Food, General","Food Take Out"
"C27BD375-B4B2-4A6B-86BF-407FA33ADC5F","FUZION FITNESS JUICE BAR","505 HESPELER RD","CAMBRIDGE","Food, General","Food Take Out"
"50EC33DD-6ECC-446E-8233-41EBD572C02E","MR. BOWENS","19 - 94 BRIDGEPORT RD E","WATERLOO","Food, General","Food Take Out"
"712BA506-DC67-4671-93CE-423F1B8C01EE","SJFM-FULL OF BEANS (MAIN BUILDING)","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"FB9E4B54-19CC-4DDB-97C4-43F59E107674","WILMOT SUMMER MARKET-ADAM BRENNER","1316 SNYDER'S RD W","WILMOT","Food, General","Food Take Out"
"5E2DB6D9-CAF6-4165-BE0E-4499306EF7D3","SJFM-EUROPEAN KITCHEN","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"7A1E1A08-20D0-46A9-9203-44CD88151406","TWICE THE DEAL PIZZA","7 - 480 HESPELER RD","CAMBRIDGE","Food, General","Food Take Out"
"19FA70AB-FB9F-4CD0-9A11-45760E3DCDF8","SJFM-CHIPPERY","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"76FA20E5-3A26-46C8-96DC-4612339D3ECD","NKFM-RIVER'S EDGE GOAT DAIRY","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"57599593-2EAD-41B6-9C8B-4632C46AEBEC","LANTERN TAKE-OUT","3650 LOBSINGER LINE","ST. CLEMENTS","Food, General","Food Take Out"
"55DB3662-488C-4C51-A9A3-4677E73AC862","QUICK STOP FRIES","20A ARTHUR ST N","ELMIRA","Food, General","Food Take Out"
"2BD636B3-A0B7-4631-85E5-46AB9F250959","NEW YORK FRIES","2960 KINGSWAY DR","KITCHENER","Food, General","Food Take Out"
"B700B62F-FAB1-4372-A0EE-47AF218F2AA4","SJFM-UNCLE DAD`S PIZZA (THE MARKET BARN)","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"84EB0933-776B-458E-94C5-47DF33D51646","TWINCITY PIZZA","1 - 500 GLEN FORREST BLVD","WATERLOO","Food, General","Food Take Out"
"A5C158FC-C917-49A6-94F4-481D87D9E999","UMI SUSHI & TERIYAKI","7B - 2960 KINGSWAY DR","KITCHENER","Food, General","Food Take Out"
"5A4AE819-07D2-4920-B974-483819A2FD5F","NKFM-FLEETWOOD FARMS","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"F53D306B-B3F1-459B-BAE4-49109AF38D39","UW - TIM HORTONS EXPRESS (DC)","200 UNIVERSITY AVE W","WATERLOO","Food, General","Food Take Out"
"7A1C3E3C-5CA5-4314-8CF3-4974F5C32CCF","GINO'S PIZZA","1405 OTTAWA ST N","KITCHENER","Food, General","Food Take Out"
"936C6D88-C1D9-4A20-941E-49BEAF49BEDA","TITO'S PIZZA","47 NORTHUMBERLAND ST","AYR","Food, General","Food Take Out"
"AB69251E-A1A0-4731-A47E-4B2FD58E5BBB","BENTO SUSHI","299 DOON VALLEY DR","Kitchener","Food, General","Food Take Out"
"824DF36D-6C1A-4A37-B07B-4B32C51F63D4","NEW ORLEANS PIZZA","425 UNIVERSITY AVE E","WATERLOO","Food, General","Food Take Out"
"F6431503-F8D7-4680-AE00-4B4E7146604D","ARENA CONCESSIONS- WATERLOO RECREATION COMPLEX","100 FATHER DAVID BAUER DR","WATERLOO","Food, General","Food Take Out"
"E0AA5C17-78F5-481C-8775-4C3B9FEBA34D","TWICE THE DEAL PIZZA","207 - 215 HIGHLAND RD W","KITCHENER","Food, General","Food Take Out"
"36B5199A-0E17-4D3E-9B1F-4C74DF6FA8A6","SUBWAY","324 - 355 HESPELER RD","CAMBRIDGE","Food, General","Food Take Out"
"FD563764-316E-4F04-85B4-4CE053B5372A","ON THE GO","10731 - 2001 UNIVERSITY AVE E","WATERLOO","Food, General","Food Take Out"
"54056202-1160-4F01-8414-4D01DE3B80E2","SJFM-PEROGIE PALACE","878 WEBER ST N","WOOLWICH","Food, General","Food Take Out"
"40BEEA5A-4FFC-439C-A737-4E25BB3DD1B1","SPRING ROLLS GO","F8 - 550 KING ST N","WATERLOO","Food, General","Food Take Out"
"AB5E45F7-89E4-4614-95D9-4F43692E657F","NKFM-IVAN HANSLER","300 KING ST E","KITCHENER","Food, General","Food Take Out"
"31C67F0E-7C57-48EB-A5CE-4F81DAA136F2","FLAVOURS","148 PEEL ST","NEW HAMBURG","Food, General","Food Take Out"
"28206B11-0125-4369-BD73-4F90A18515F9","SUBWAY","585 DOON VILLAGE RD","KITCHENER","Food, General","Food Take Out"
"E9B9A79F-655C-47CD-88D7-502E34CD6E67","BENTO SUSHI","400 CONESTOGA BLVD","CAMBRIDGE","Food, General","Food Take Out"
"37CF3B79-ADD1-4CE5-B1AD-518A7F5EF0AC","PIZZA ROMA","10 - 192 ACTIVA AVE","KITCHENER","Food, General","Food Take Out"
"A05ECF7B-1A89-47DF-A685-522BC888512C","HUNGRY NINJA","5 WATER ST N","CAMBRIDGE","Food, General","Food Take Out"
"A8C1930C-255C-4904-B376-52C0C0AF456A","EDELWEISS - REGION OF WATERLOO HEADQUARTERS","150 FREDERICK ST","KITCHENER","Food, General","Food Take Out"
"43D93210-8380-47E1-8EE1-52C498977267","BIG GENERAL'S 2 FOR 1 PIZZA","564 KING ST E","KITCHENER","Food, General","Food Take Out"
"639A0E6D-8E2B-47F0-8EDC-5544E6898F4C","FRANNY'S","3 - 10 WYMAN RD","WATERLOO","Food, General","Food Take Out"
"E5FD1451-05B9-4121-B1B5-55D64CAFDBDA","NKFM-WEGNER VEGETABLE GARDENS","300 KING ST E","KITCHENER","Food, General","Food Take Out"
